Usage statistics from between 23:00 and 04:00 each day
,HS Main (kWh),HS MWSB Main (kVARh),HS MWSB Main (kVAh),HS DHB Plugload (kWh),HS DL Lighting (kWh),HS DG Gym (kWh),HS-Kitchen Emergency (kWh),HS DE Kitchen- Emergency (kVARh),HS DE Kitchen- Emergency (kVAh),HS PBA AHU1- 4  (KWh),HS M1 Chillers (kWh),HS CC (kWh),HS CC (kVARh),HS CC (kVAh),HS Gas (100 Cu Ft)
2017-03-04,739.0,633.0,976.0,38.0,119.09999999997672,187.79999999993015,283.80000000004657,129.30000000001746,312.69999999995343,,0.0,122.0,181.29999999993015,221.90000000002328,12.0
2017-03-05,645.0,603.0,884.0,37.5,104.5,150.19999999995343,270.10000000009313,128.40000000002328,299.69999999995343,,0.0,103.79999999998836,181.30000000004657,209.79999999993015,11.0
2017-03-06,530.0,546.0,763.0,36.90000000002328,112.0,69.90000000002328,252.59999999997672,111.59999999997672,276.79999999993015,,0.01999999999679858,78.0,169.40000000002328,186.59999999997672,4.0
2017-03-07,471.0,501.0,688.0,39.5,114.0,109.0,147.09999999997672,54.20000000001164,157.79999999993015,,0.059999999997671694,74.59999999997672,171.0,186.59999999997672,1.0
2017-03-08,486.0,511.0,706.0,41.10000000000582,118.0,109.59999999997672,154.29999999993015,61.79999999998836,167.09999999997672,,0.059999999997671694,76.5,170.30000000004657,186.80000000004657,1.0
2017-03-09,507.0,505.0,716.0,40.40000000002328,119.09999999997672,74.30000000004657,239.30000000004657,100.60000000000582,260.5999999999767,,0.029999999998835847,49.90000000002328,136.09999999997672,145.29999999993015,4.0
2017-03-10,568.0,544.0,789.0,40.79999999998836,118.59999999997672,69.70000000006985,275.5999999999767,127.79999999998836,304.39999999990687,,0.0,81.29999999998836,140.69999999995343,167.29999999993015,7.0
2017-03-11,677.0,570.0,887.0,32.20000000001164,107.69999999995343,137.69999999995343,230.40000000002328,88.09999999997672,247.40000000002328,,0.0,174.19999999995343,205.0,269.80000000004657,6.0
2017-03-12,829.0,769.0,1131.0,40.29999999998836,124.5,137.90000000002328,280.69999999995343,113.10000000000582,303.5999999999767,,0.0,269.79999999998836,357.69999999995343,449.30000000004657,8.0
2017-03-13,630.0,644.0,902.0,40.29999999998836,116.5,74.69999999995343,251.59999999997672,98.70000000001164,271.0,,0.0,168.0,276.79999999993015,323.69999999995343,4.0
2017-03-14,628.0,631.0,891.0,40.30000000001746,116.29999999993015,108.79999999993015,259.19999999995343,106.10000000000582,281.0,,0.0,124.59999999997672,231.0,262.5999999999767,6.0
2017-03-15,730.0,733.0,1035.0,50.80000000001746,132.79999999993015,170.90000000002328,274.0,128.39999999999418,303.4000000000233,,0.0,123.69999999995343,229.0,260.5,11.0
2017-03-16,600.0,624.0,866.0,41.0,121.0,71.79999999993015,263.0,119.39999999999418,289.69999999995343,,0.0,123.20000000001164,230.0,261.0,7.0
2017-03-17,685.0,624.0,933.0,38.5,115.59999999997672,68.40000000002328,268.19999999995343,115.89999999999418,293.0999999999767,,0.0,214.70000000001164,233.59999999997672,328.70000000006985,7.0
2017-03-18,576.0,590.0,824.0,38.39999999999418,110.29999999993015,68.5,258.80000000004657,110.60000000000582,282.0999999999767,,0.010000000002037268,117.70000000001164,204.59999999997672,236.70000000006985,4.0
2017-03-19,601.0,529.0,804.0,38.79999999998836,114.69999999995343,67.79999999993015,263.69999999995343,109.60000000000582,286.4000000000233,,0.029999999998835847,134.29999999998836,147.79999999993015,209.5,5.0
2017-03-20,453.0,483.0,666.0,38.39999999999418,113.20000000006985,73.40000000002328,196.20000000006985,78.29999999998836,212.09999999997672,,0.059999999997671694,47.79999999998836,137.59999999997672,145.69999999995343,6.0
2017-03-21,569.0,496.0,755.0,37.69999999998254,119.79999999993015,160.09999999997672,222.79999999993015,89.79999999998836,241.40000000002328,,0.059999999997671694,46.0,134.39999999990687,142.30000000004657,4.0
2017-03-22,715.0,518.0,883.0,40.39999999999418,117.19999999995343,185.30000000004657,278.19999999995343,130.29999999998836,307.79999999993015,,0.0,114.29999999998836,132.90000000002328,184.89999999990687,7.0
2017-03-23,724.0,719.0,1021.0,40.0,114.80000000004657,85.30000000004657,256.5999999999767,109.20000000001164,279.5999999999767,,0.0,248.70000000001164,348.5,428.5,5.0
2017-03-24,635.0,610.0,884.0,37.90000000002328,121.69999999995343,155.09999999997672,149.0,53.09999999997672,159.40000000002328,,0.0900000000037835,187.5,277.0999999999767,335.70000000006985,1.0
2017-03-25,680.0,523.0,860.0,40.70000000001164,158.80000000004657,90.09999999997672,306.30000000004657,105.69999999998254,324.9000000000233,,0.0,103.29999999998836,135.70000000006985,172.59999999997672,6.0
2017-03-26,481.0,475.0,676.0,38.5,109.69999999995343,156.40000000002328,144.09999999997672,54.20000000001164,154.90000000002328,,0.029999999998835847,45.79999999998836,136.0,143.69999999995343,0.0
2017-03-27,457.0,458.0,650.0,39.59999999997672,112.5,111.80000000004657,154.80000000004657,55.20000000001164,165.39999999990687,,0.029999999998835847,50.899999999965075,135.90000000002328,145.20000000006985,0.0
2017-03-28,585.0,553.0,807.0,40.5,117.09999999997672,103.59999999997672,250.69999999995343,108.0,273.69999999995343,,0.05000000000291038,92.0,183.0,204.89999999990687,4.0
2017-03-29,577.0,538.0,789.0,41.19999999998254,115.40000000002328,120.09999999997672,225.0,91.59999999997672,244.0,,0.029999999998835847,92.09999999997672,183.79999999993015,205.59999999997672,4.0
2017-03-30,406.0,457.0,613.0,38.09999999997672,112.5,76.29999999993015,146.69999999995343,55.30000000001746,157.79999999993015,,0.07999999999447027,44.600000000034925,135.80000000004657,143.19999999995343,0.0
2017-03-31,686.0,562.0,892.0,40.10000000000582,114.29999999993015,74.09999999997672,247.40000000002328,109.80000000001746,271.29999999993015,,0.020000000004074536,228.39999999996508,189.89999999990687,308.30000000004657,3.0
2017-04-01,776.0,676.0,1033.0,39.39999999999418,113.59999999997672,103.40000000002328,244.69999999995343,107.69999999998254,268.20000000006985,,0.01999999999679858,296.0,306.4000000000233,431.0999999999767,4.0
2017-04-02,796.0,720.0,1075.0,39.60000000000582,117.59999999997672,95.80000000004657,212.69999999995343,87.89999999999418,231.29999999993015,,0.059999999997671694,351.5,373.5,516.7999999999302,2.0
2017-04-03,604.0,600.0,852.0,40.29999999998836,109.0,163.09999999997672,146.90000000002328,54.39999999999418,157.69999999995343,,0.059999999997671694,160.69999999995343,274.9000000000233,318.4000000000233,0.0
2017-04-04,515.0,572.0,771.0,38.0,117.70000000006985,81.90000000002328,152.70000000006985,54.89999999999418,163.30000000004657,,0.059999999997671694,139.70000000001164,249.80000000004657,286.0,0.0
2017-04-05,493.0,578.0,762.0,38.39999999999418,111.5,72.40000000002328,146.40000000002328,55.89999999999418,157.5,,0.06999999999970896,139.59999999997672,249.0,285.70000000006985,0.0
2017-04-06,579.0,579.0,820.0,41.59999999997672,116.59999999997672,149.59999999997672,148.30000000004657,56.89999999999418,159.79999999993015,,0.06000000000494765,138.09999999997672,249.40000000002328,285.20000000006985,0.0
2017-04-07,489.0,570.0,752.0,37.30000000001746,108.39999999990687,72.0,145.70000000006985,55.29999999998836,156.79999999993015,,0.059999999997671694,139.5,249.59999999997672,286.0,1.0
2017-04-08,469.0,487.0,678.0,37.19999999998254,104.29999999993015,95.59999999997672,199.90000000002328,79.29999999998836,216.20000000006985,,0.049999999995634425,46.40000000002328,135.40000000002328,143.70000000006985,0.0
2017-04-09,387.0,461.0,603.0,36.69999999998254,107.30000000004657,66.30000000004657,144.40000000002328,54.90000000002328,155.5,,0.08000000000174623,43.699999999953434,135.0,142.0,0.0
2017-04-10,493.0,454.0,673.0,40.10000000000582,121.10000000009313,137.09999999997672,152.0,57.29999999998836,163.59999999997672,,0.0900000000037835,56.09999999997672,133.70000000006985,145.20000000006985,0.0
2017-04-11,422.0,465.0,628.0,41.60000000000582,127.90000000002328,60.39999999990687,157.80000000004657,67.60000000000582,172.5,,0.040000000000873115,46.09999999997672,135.5,143.19999999995343,0.0
2017-04-12,415.0,464.0,623.0,37.80000000001746,116.89999999990687,73.0,152.20000000006985,55.39999999999418,162.90000000002328,,0.0900000000037835,46.100000000034925,134.59999999997672,142.29999999993015,0.0
2017-04-13,442.0,483.0,657.0,39.5,110.60000000009313,72.59999999997672,187.09999999997672,73.5,202.0,,0.05000000000291038,45.29999999998836,135.90000000002328,143.40000000002328,0.0
2017-04-14,416.0,471.0,631.0,42.0,110.09999999997672,78.19999999995343,152.69999999995343,54.70000000001164,163.29999999993015,,0.06000000000494765,45.09999999997672,135.79999999993015,143.40000000002328,0.0
2017-04-15,405.0,456.0,611.0,41.5,113.90000000002328,63.0,152.29999999993015,55.60000000000582,163.19999999995343,,0.049999999995634425,45.29999999998836,135.80000000004657,143.39999999990687,0.0
2017-04-16,413.0,470.0,628.0,41.89999999999418,114.80000000004657,68.29999999993015,154.59999999997672,59.40000000002328,166.5,,0.09999999999854481,45.5,135.10000000009313,142.70000000006985,0.0
2017-04-17,419.0,478.0,637.0,41.5,106.29999999993015,79.90000000002328,155.29999999993015,55.10000000000582,165.90000000002328,,0.0900000000037835,47.70000000006985,142.0,150.19999999995343,0.0
2017-04-18,476.0,491.0,686.0,42.20000000001164,117.09999999997672,71.0,217.5,91.79999999998836,237.0,,0.029999999998835847,42.40000000002328,134.39999999990687,141.19999999995343,8.0
2017-04-19,407.0,455.0,613.0,41.89999999999418,115.69999999995343,65.20000000006985,153.29999999993015,53.79999999998836,163.40000000002328,,0.06999999999970896,43.09999999997672,134.59999999997672,141.5,0.0
2017-04-20,419.0,460.0,622.0,40.30000000001746,110.80000000004657,75.59999999997672,161.80000000004657,52.5,171.09999999997672,,0.08999999999650754,42.699999999953434,134.5,141.19999999995343,0.0
2017-04-21,392.0,460.0,606.0,41.80000000001746,109.70000000006985,64.09999999997672,142.59999999997672,55.0,153.80000000004657,,0.06000000000494765,44.59999999997672,135.70000000006985,143.59999999997672,0.0
2017-04-22,473.0,526.0,708.0,41.89999999999418,108.29999999993015,95.5,140.69999999995343,56.5,152.80000000004657,,0.059999999997671694,99.80000000004657,195.70000000006985,220.09999999997672,0.0
2017-04-23,433.0,522.0,679.0,41.29999999998836,106.19999999995343,67.20000000006985,140.70000000006985,55.39999999999418,152.09999999997672,,0.09999999999854481,89.80000000004657,195.40000000002328,215.09999999997672,1.0
2017-04-24,500.0,491.0,703.0,41.89999999999418,123.10000000009313,132.69999999995343,146.5,55.59999999997672,157.80000000004657,,0.08000000000174623,68.0,166.59999999997672,180.0,0.0
2017-04-25,423.0,488.0,648.0,39.20000000001164,113.5,67.5,147.09999999997672,55.60000000000582,158.30000000004657,,0.059999999997671694,67.19999999995343,167.19999999995343,180.5,1.0
2017-04-26,455.0,504.0,680.0,40.0,119.59999999997672,84.0,154.40000000002328,54.60000000000582,164.80000000004657,,0.08000000000174623,69.70000000006985,169.5,183.30000000004657,1.0
2017-04-27,418.0,481.0,639.0,41.79999999998836,118.40000000002328,56.29999999993015,146.40000000002328,58.0,158.29999999993015,,0.08999999999650754,66.80000000004657,166.70000000006985,179.69999999995343,0.0
2017-04-28,434.0,486.0,654.0,38.79999999998836,124.69999999995343,61.59999999997672,152.90000000002328,56.69999999998254,164.10000000009313,,0.07999999999447027,68.09999999997672,168.70000000006985,182.0,0.0
2017-04-29,440.0,497.0,665.0,38.800000000046566,121.79999999993015,66.0,151.80000000004657,56.0,162.79999999993015,,0.09999999999854481,73.29999999993015,171.09999999997672,186.29999999993015,0.0
2017-04-30,427.0,497.0,658.0,38.5,117.30000000004657,64.30000000004657,148.79999999993015,55.10000000000582,159.5,,0.06999999999970896,70.70000000006985,170.0,184.29999999993015,0.0
2017-05-01,486.0,472.0,679.0,40.0,115.79999999993015,143.20000000006985,152.30000000004657,57.0,163.70000000006985,,0.08000000000174623,47.09999999997672,138.79999999993015,146.90000000002328,0.0
2017-05-02,478.0,469.0,672.0,43.70000000001164,119.79999999993015,124.70000000006985,156.90000000002328,57.89999999999418,168.30000000004657,,0.06999999999970896,45.0,136.10000000009313,143.59999999997672,1.0
2017-05-03,419.0,460.0,625.0,41.40000000002328,118.40000000002328,69.5,149.19999999995343,57.20000000001164,160.70000000006985,,0.06999999999970896,52.70000000006985,135.10000000009313,145.59999999997672,0.0
2017-05-04,452.0,462.0,649.0,42.70000000001164,114.30000000004657,112.80000000004657,150.90000000002328,56.70000000001164,162.20000000006985,,0.06999999999970896,44.0,135.59999999997672,142.79999999993015,0.0
2017-05-05,407.0,469.0,623.0,42.09999999997672,112.69999999995343,68.69999999995343,149.30000000004657,58.70000000001164,161.39999999990687,,0.0900000000037835,45.70000000006985,136.5,144.20000000006985,0.0
2017-05-06,417.0,463.0,625.0,40.20000000001164,112.90000000002328,75.0,157.0,54.30000000001746,167.09999999997672,,0.07999999999447027,45.40000000002328,135.79999999993015,143.29999999993015,0.0
2017-05-07,416.0,466.0,627.0,40.40000000002328,114.0,77.20000000006985,153.0,53.89999999999418,163.09999999997672,,0.06999999999970896,44.90000000002328,136.30000000004657,143.5,0.0
2017-05-08,500.0,485.0,697.0,42.899999999965075,119.80000000004657,111.80000000004657,194.90000000002328,78.70000000001164,211.5,,0.040000000000873115,44.39999999990687,136.79999999993015,144.10000000009313,0.0
2017-05-09,439.0,489.0,658.0,42.90000000002328,120.30000000004657,68.70000000006985,147.29999999993015,57.29999999998836,159.0,,0.06999999999970896,45.800000000046566,135.5,143.19999999995343,1.0
2017-05-10,465.0,468.0,661.0,44.0,118.5,114.5,153.70000000006985,56.19999999998254,164.59999999997672,,0.08000000000174623,47.09999999997672,136.5,144.5,0.0
2017-05-11,478.0,470.0,671.0,43.29999999998836,124.59999999997672,88.59999999997672,153.69999999995343,56.5,164.69999999995343,,0.06999999999970896,80.29999999993015,136.59999999997672,158.5,1.0
2017-05-12,452.0,458.0,645.0,43.399999999965075,130.5,77.69999999995343,153.09999999997672,57.0,164.40000000002328,,0.06999999999970896,59.09999999997672,136.60000000009313,150.09999999997672,0.0
2017-05-13,447.0,477.0,657.0,44.09999999997672,123.0,74.0,159.69999999995343,53.09999999997672,169.40000000002328,,0.0900000000037835,60.09999999997672,136.0,150.0,0.0
2017-05-14,416.0,464.0,625.0,42.09999999997672,122.5,65.40000000002328,144.80000000004657,53.69999999998254,155.40000000002328,,0.06000000000494765,53.09999999997672,136.0,147.29999999993015,1.0
2017-05-15,423.0,465.0,631.0,44.09999999997672,120.40000000002328,72.19999999995343,146.20000000006985,57.89999999999418,158.19999999995343,,0.09999999999854481,51.699999999953434,134.19999999995343,144.5,0.0
2017-05-16,414.0,454.0,616.0,43.09999999997672,125.39999999990687,63.09999999997672,147.19999999995343,54.5,158.0,,0.040000000000873115,47.40000000002328,135.09999999997672,143.30000000004657,0.0
2017-05-17,562.0,541.0,780.0,49.100000000034925,125.20000000006985,122.0,162.40000000002328,66.39999999999418,176.40000000002328,,0.059999999997671694,116.59999999997672,206.09999999997672,238.40000000002328,0.0
2017-05-18,552.0,611.0,826.0,56.800000000046566,141.5,63.90000000002328,158.80000000004657,66.19999999998254,172.90000000002328,,0.049999999995634425,145.0,224.59999999997672,269.0999999999767,0.0
2017-05-19,543.0,540.0,767.0,45.40000000002328,136.20000000006985,126.19999999995343,151.19999999995343,55.0,162.0,,0.08000000000174623,95.79999999993015,181.0,205.30000000004657,0.0
2017-05-20,511.0,514.0,727.0,44.79999999998836,136.0,71.5,162.0,49.80000000001746,170.80000000004657,,0.08999999999650754,108.5,166.89999999990687,200.70000000006985,0.0
2017-05-21,427.0,490.0,651.0,45.20000000001164,115.0,59.90000000002328,146.40000000002328,52.89999999999418,156.79999999993015,,0.03999999999359716,71.09999999997672,169.09999999997672,183.40000000002328,1.0
2017-05-22,508.0,511.0,722.0,47.09999999997672,129.59999999997672,125.09999999997672,144.09999999997672,52.80000000001746,154.70000000006985,,0.06999999999970896,74.90000000002328,171.0,186.90000000002328,1.0
2017-05-23,448.0,499.0,671.0,43.90000000002328,130.29999999993015,68.09999999997672,144.19999999995343,54.5,155.0,,0.03999999999359716,73.30000000004657,168.40000000002328,183.69999999995343,0.0
2017-05-24,492.0,509.0,708.0,39.90000000002328,122.70000000006985,119.40000000002328,148.30000000004657,55.80000000001746,159.5,,0.08000000000174623,74.19999999995343,169.0,184.70000000006985,0.0
2017-05-25,460.0,506.0,685.0,40.5,123.5,89.90000000002328,141.80000000004657,54.10000000000582,152.79999999993015,,0.0900000000037835,75.90000000002328,169.20000000006985,185.30000000004657,0.0
2017-05-26,448.0,498.0,672.0,42.100000000034925,131.90000000002328,64.20000000006985,144.29999999993015,52.09999999997672,154.60000000009313,,0.0900000000037835,77.69999999995343,171.09999999997672,188.30000000004657,0.0
2017-05-27,429.0,495.0,657.0,42.59999999997672,112.90000000002328,62.59999999997672,149.0,52.19999999998254,158.79999999993015,,0.06999999999970896,72.79999999993015,170.09999999997672,185.30000000004657,1.0
2017-05-28,425.0,490.0,650.0,42.5,115.90000000002328,60.0,148.70000000006985,51.60000000000582,158.5,,0.049999999995634425,69.30000000004657,167.0,180.90000000002328,0.0
2017-05-29,424.0,504.0,659.0,41.70000000001164,115.69999999995343,63.0,141.40000000002328,53.89999999999418,152.29999999993015,,0.06000000000494765,73.80000000004657,173.5,188.59999999997672,0.0
2017-05-30,489.0,480.0,686.0,40.5,120.5,114.5,147.80000000004657,52.80000000001746,158.09999999997672,,0.040000000000873115,78.60000000009313,165.5,183.20000000006985,0.0
2017-05-31,503.0,545.0,744.0,43.70000000001164,119.19999999995343,114.0,142.60000000009313,54.10000000000582,153.5,,0.040000000000873115,71.0,165.29999999993015,179.90000000002328,0.0
2017-06-01,483.0,532.0,719.0,41.0,116.09999999997672,64.19999999995343,145.79999999993015,52.90000000002328,156.19999999995343,,0.0900000000037835,129.40000000002328,220.5,255.90000000002328,0.0
2017-06-02,476.0,531.0,714.0,40.40000000002328,117.0,72.19999999995343,143.89999999990687,52.10000000000582,154.0,,0.06999999999970896,115.90000000002328,215.29999999993015,244.59999999997672,1.0
2017-06-03,484.0,557.0,739.0,38.5,116.5,57.20000000006985,144.79999999993015,51.09999999997672,154.5,,0.06999999999970896,141.40000000002328,242.59999999997672,280.70000000006985,0.0
2017-06-04,520.0,604.0,798.0,38.20000000001164,116.5,58.09999999997672,141.59999999997672,52.0,152.0,,0.07000000000698492,179.79999999993015,285.4000000000233,337.5,0.0
2017-06-05,720.0,498.0,874.0,39.600000000034925,130.79999999993015,341.9000000000233,149.30000000004657,69.19999999998254,165.79999999993015,,0.059999999997671694,74.59999999997672,169.29999999993015,185.0,1.0
2017-06-06,487.0,476.0,683.0,39.399999999965075,129.5,108.40000000002328,146.20000000006985,51.29999999998836,156.0,,0.11000000000058208,76.40000000002328,170.20000000006985,186.59999999997672,0.0
2017-06-07,460.0,486.0,669.0,41.600000000034925,134.69999999995343,62.5,146.20000000006985,52.60000000000582,156.40000000002328,,3.210000000006403,83.0,171.5,190.59999999997672,0.0
2017-06-08,500.0,490.0,702.0,45.20000000001164,121.5,116.0,151.19999999995343,49.89999999999418,160.30000000004657,,3.220000000001164,75.59999999997672,168.09999999997672,184.29999999993015,0.0
2017-06-09,431.0,487.0,652.0,39.600000000034925,113.59999999997672,62.699999999953434,146.60000000009313,53.29999999998836,157.0,,3.180000000000291,76.70000000006985,168.19999999995343,184.90000000002328,1.0
2017-06-10,580.0,648.0,871.0,39.5,113.70000000006985,55.90000000002328,149.0,53.70000000001164,159.40000000002328,,2.959999999999127,231.90000000002328,326.0999999999767,400.30000000004657,0.0
2017-06-11,738.0,795.0,1086.0,39.29999999998836,115.29999999993015,54.5,150.79999999993015,53.20000000001164,160.90000000002328,,2.8099999999976717,391.69999999995343,470.0999999999767,612.1999999999534,1.0
2017-06-12,662.0,705.0,967.0,43.600000000034925,117.59999999997672,64.09999999997672,153.19999999995343,56.90000000002328,164.40000000002328,,0.020000000004074536,297.70000000006985,370.29999999993015,475.20000000006985,0.0
